epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,90115.6,0.5997,0.33415,0.80658,0.96059,0.9083,0.93448,0.80137,0.4549,0.23313,0.78505,0.001585,0.001585,0.001585
87,91206,0.59539,0.33076,0.80572,0.95911,0.90899,0.93447,0.80227,0.45282,0.23219,0.78482,0.001486,0.001486,0.001486
88,92279.5,0.59088,0.32747,0.80562,0.95755,0.90991,0.93468,0.80345,0.45118,0.23117,0.78463,0.001387,0.001387,0.001387
89,93361.6,0.58649,0.32422,0.80501,0.9585,0.90937,0.9346,0.80365,0.44989,0.23021,0.7844,0.001288,0.001288,0.001288
90,94437.2,0.58225,0.3209,0.80474,0.95999,0.91017,0.93537,0.80415,0.44869,0.22951,0.78426,0.001189,0.001189,0.001189
91,1128.84,0.51541,0.27721,0.79077,0.96084,0.90956,0.93572,0.80542,0.44657,0.22832,0.78407,0.00109,0.00109,0.00109
92,2178.44,0.50881,0.27352,0.79,0.96048,0.91071,0.9358,0.80705,0.44332,0.22665,0.78373,0.000991,0.000991,0.000991
93,3306.37,0.50125,0.26916,0.78966,0.96106,0.91116,0.93561,0.80847,0.44028,0.22524,0.78347,0.000892,0.000892,0.000892
94,4435.35,0.49447,0.26504,0.78863,0.96177,0.91126,0.93585,0.8094,0.43713,0.22384,0.78318,0.000793,0.000793,0.000793
95,5532.06,0.48879,0.26083,0.78726,0.9636,0.91118,0.93611,0.81023,0.43461,0.2227,0.78285,0.000694,0.000694,0.000694
96,6588.53,0.4828,0.25606,0.78687,0.96358,0.91198,0.93666,0.81189,0.43189,0.22141,0.78253,0.000595,0.000595,0.000595
97,7624.7,0.47482,0.25126,0.7862,0.96317,0.91193,0.93632,0.81282,0.42899,0.21995,0.78219,0.000496,0.000496,0.000496
98,8638.4,0.46869,0.24701,0.78579,0.96373,0.91199,0.9366,0.81442,0.42643,0.21883,0.78187,0.000397,0.000397,0.000397
99,9656.3,0.46195,0.24252,0.78455,0.96378,0.91289,0.93697,0.81536,0.42432,0.21761,0.78157,0.000298,0.000298,0.000298
100,10677.3,0.4542,0.23657,0.78394,0.96542,0.91273,0.93752,0.81614,0.42278,0.21587,0.78125,0.000199,0.000199,0.000199
